"SYMBOL"	"LocusTag"	"description"	"LENGTH_AA"	"PROTEIN_REFSEQ"	"UNIPROT"	"PI"	"link_UNIPROT"	"link_NCBI"	"MW"	"new_Gene"	"SVM_prediction"	"Shift"	"High_significant_fractions"	"Low_significant_fractions"	"Cluster"	"Cluster_confidence"
"alr3905"	"PCC7120DELTA_RS21225"	"Rhodanese-like domain-containing protein"	177	"WP_010998046.1"	"Q8YQC8"	"8.62"	"https://www.uniprot.org/uniprotkb/Q8YQC8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998046.1/"	"19.16"	"alr3905"	"FALSE"	"FALSE"	"NA"	"NA"	6	"99.8"
"alr3911"	"PCC7120DELTA_RS21255"	"Oligopeptidase B"	687	"WP_044521986.1"	"Q8YQC2"	"5.1"	"https://www.uniprot.org/uniprotkb/Q8YQC2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044521986.1/"	"79.18"	"alr3911"	"FALSE"	"FALSE"	"NA"	"NA"	10	100
"alr3912"	"PCC7120DELTA_RS21260"	"Aspartoacylase"	294	"WP_010998053.1"	"Q8YQC1"	"5.37"	"https://www.uniprot.org/uniprotkb/Q8YQC1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998053.1/"	"32.85"	"alr3912"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3932"	"PCC7120DELTA_RS21370"	"Hypothetical protein"	231	"WP_010998073.1"	"Q8YQA1"	"8.82"	"https://www.uniprot.org/uniprotkb/Q8YQA1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998073.1/"	"25.88"	"alr3932"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr3936"	"PCC7120DELTA_RS21390"	"Threonine-phosphate decarboxylase CobD"	367	"WP_044522000.1"	"NA"	"5.89"	"NA"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522000.1"	"40.96"	"alr3936"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.97"
"alr3937"	"PCC7120DELTA_RS21395"	"NAD(P)/FAD-dependent oxidoreductase"	489	"WP_010998078.1"	"Q8YQ97"	"7.68"	"https://www.uniprot.org/uniprotkb/Q8YQ97/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998078.1/"	"54.14"	"alr3937"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"alr3938"	"PCC7120DELTA_RS21400"	"Helical backbone metal receptor"	307	"WP_010998079.1"	"Q8YQ96"	"8.91"	"https://www.uniprot.org/uniprotkb/Q8YQ96/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998079.1/"	"33.67"	"alr3938"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr3950"	"PCC7120DELTA_RS21460"	"Cof-type HAD-IIB family hydrolase"	271	"WP_010998091.1"	"Q8YQ84"	"4.69"	"https://www.uniprot.org/uniprotkb/Q8YQ84/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998091.1/"	"29.58"	"alr3950"	"FALSE"	"FALSE"	"NA"	"NA"	6	100
"alr3958"	"PCC7120DELTA_RS21500"	"Uma2 family endonuclease"	242	"WP_190449649.1"	"Q8YQ77"	"4.72"	"https://www.uniprot.org/uniprotkb/Q8YQ77/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_190449649.1/"	"28.54"	"alr3958"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr3980"	"PCC7120DELTA_RS21605"	"Cofactor assembly of complex C subunit B"	176	"WP_010998121.1"	"Q8YQ55"	"7.85"	"https://www.uniprot.org/uniprotkb/Q8YQ55/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998121.1/"	"19.88"	"alr3980"	"FALSE"	"FALSE"	"NA"	"NA"	5	"98.27"
"alr3990"	"PCC7120DELTA_RS21660"	"Hypothetical protein"	123	"WP_010998130.1"	"Q8YQ46"	"8.73"	"https://www.uniprot.org/uniprotkb/Q8YQ46/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998130.1/"	"13.97"	"alr3990"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr3995"	"PCC7120DELTA_RS21690"	"Glutamate-5-semialdehyde dehydrogenase"	421	"WP_010998135.1"	"Q8YQ41"	"5.31"	"https://www.uniprot.org/uniprotkb/Q8YQ41/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998135.1/"	"46.29"	"alr3995"	"FALSE"	"FALSE"	"NA"	"NA"	14	"90.66"
"alr3996"	"PCC7120DELTA_RS21695"	"GIY-YIG nuclease family protein"	181	"WP_010998136.1"	"Q8YQ40"	"5.51"	"https://www.uniprot.org/uniprotkb/Q8YQ40/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998136.1/"	"21.25"	"alr3996"	"FALSE"	"TRUE"	10	"NA"	2	100
"alr3997"	"PCC7120DELTA_RS21700"	"YARHG domain-containing protein"	496	"WP_010998137.1"	"Q8YQ39"	"6.03"	"https://www.uniprot.org/uniprotkb/Q8YQ39/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998137.1/"	"55.28"	"alr3997"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr4005"	"PCC7120DELTA_RS21735"	"Hypothetical protein"	418	"WP_010998145.1"	"Q8YQ31"	"7.13"	"https://www.uniprot.org/uniprotkb/Q8YQ31/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998145.1/"	"46.19"	"alr4005"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4015"	"PCC7120DELTA_RS21790"	"MlaE family lipid ABC transporter permease subunit"	263	"WP_010998155.1"	"Q8YQ21"	"8.33"	"https://www.uniprot.org/uniprotkb/Q8YQ21/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998155.1/"	"27.82"	"alr4015"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4016"	"PCC7120DELTA_RS21795"	"DUF3119 family protein"	128	"WP_010998156.1"	"Q8YQ20"	"9.34"	"https://www.uniprot.org/uniprotkb/Q8YQ20/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998156.1/"	"15.06"	"alr4016"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr4017"	"PCC7120DELTA_RS21800"	"DUF3086 domain-containing protein"	418	"WP_010998157.1"	"Q8YQ19"	"4.69"	"https://www.uniprot.org/uniprotkb/Q8YQ19/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998157.1/"	"47.05"	"alr4017"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.59"
"alr4030"	"PCC7120DELTA_RS21865"	"Ferredoxin"	290	"WP_010998170.1"	"Q8YQ10"	"5.47"	"https://www.uniprot.org/uniprotkb/Q8YQ10/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998170.1/"	"32.82"	"alr4030"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr4036"	"PCC7120DELTA_RS21895"	"Pyridoxamine 5\\'-phosphate oxidase family protein"	194	"WP_010998176.1"	"Q8YQ04"	"6.79"	"https://www.uniprot.org/uniprotkb/Q8YQ04/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998176.1/"	"22.41"	"alr4036"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4046"	"PCC7120DELTA_RS21940"	"Glutathione S-transferase family protein"	335	"WP_010998186.1"	"Q8YPZ4"	"6.64"	"https://www.uniprot.org/uniprotkb/Q8YPZ4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998186.1/"	"37.78"	"alr4046"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.98"
"alr4054"	"PCC7120DELTA_RS21980"	"S-methyl-5\\'-thioadenosine phosphorylase"	290	"WP_010998194.1"	"Q8YPY6"	"5.64"	"https://www.uniprot.org/uniprotkb/Q8YPY6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998194.1/"	"29.97"	"alr4054"	"FALSE"	"FALSE"	"NA"	"NA"	12	"90.61"
"alr4057"	"PCC7120DELTA_RS21995"	"Fatty acyl-AMP ligase"	602	"WP_010998197.1"	"Q8YPY3"	"5.64"	"https://www.uniprot.org/uniprotkb/Q8YPY3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998197.1/"	"67.05"	"alr4057"	"TRUE"	"FALSE"	"NA"	"NA"	10	"98.5"
"alr4058"	"PCC7120DELTA_RS22000"	"Acyl-CoA dehydrogenase"	602	"WP_010998198.1"	"Q8YPY2"	"5.84"	"https://www.uniprot.org/uniprotkb/Q8YPY2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998198.1/"	"67.5"	"alr4058"	"FALSE"	"FALSE"	"NA"	"NA"	13	"99.98"
"alr4061"	"PCC7120DELTA_RS22015"	"Hypothetical protein"	313	"WP_010998201.1"	"Q8YPX9"	"9.55"	"https://www.uniprot.org/uniprotkb/Q8YPX9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998201.1/"	"34.33"	"alr4061"	"FALSE"	"FALSE"	"NA"	"NA"	9	100
"alr4062"	"PCC7120DELTA_RS22020"	"Lipase maturation factor family protein"	602	"WP_044522078.1"	"Q8YPX8"	"9.54"	"https://www.uniprot.org/uniprotkb/Q8YPX8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522078.1/"	"62.33"	"alr4062"	"FALSE"	"FALSE"	"NA"	"NA"	13	"99.93"
"alr4066"	"PCC7120DELTA_RS22040"	"DUF309 domain-containing protein"	130	"WP_010998206.1"	"Q8YPX4"	"4.56"	"https://www.uniprot.org/uniprotkb/Q8YPX4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998206.1/"	"14.45"	"alr4066"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr4069"	"PCC7120DELTA_RS22055"	"LptF/LptG family permease"	371	"WP_010998209.1"	"Q8YPX1"	"9.39"	"https://www.uniprot.org/uniprotkb/Q8YPX1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998209.1/"	"41.37"	"alr4069"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"alr4075"	"PCC7120DELTA_RS22085"	"ATP-dependent DNA helicase"	518	"WP_010998215.1"	"Q8YPW5"	"5.77"	"https://www.uniprot.org/uniprotkb/Q8YPW5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998215.1/"	"57.91"	"alr4075"	"FALSE"	"TRUE"	"1_2"	"NA"	11	100
"alr4079"	"PCC7120DELTA_RS22105"	"Acyl-CoA thioesterase"	166	"WP_010998219.1"	"Q8YPW1"	"6.28"	"https://www.uniprot.org/uniprotkb/Q8YPW1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998219.1/"	"18.72"	"alr4079"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr4095"	"PCC7120DELTA_RS22210"	"HAD family hydrolase"	216	"WP_010998235.1"	"Q8YPU5"	"4.78"	"https://www.uniprot.org/uniprotkb/Q8YPU5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998235.1/"	"23.96"	"alr4095"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr4100"	"PCC7120DELTA_RS22235"	"YgcG family protein"	245	"WP_010998240.1"	"Q8YPU0"	"4.36"	"https://www.uniprot.org/uniprotkb/Q8YPU0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998240.1/"	"26.49"	"alr4100"	"FALSE"	"FALSE"	"NA"	"NA"	5	"99.86"
"alr4132"	"PCC7120DELTA_RS22385"	"Universal stress protein"	135	"WP_010998271.1"	"Q8YPR0"	"4.37"	"https://www.uniprot.org/uniprotkb/Q8YPR0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998271.1/"	"14.44"	"alr4132"	"FALSE"	"FALSE"	"NA"	"NA"	2	"99.99"
"alr4134"	"PCC7120DELTA_RS22395"	"DUF5615 family PIN-like protein"	123	"WP_010998273.1"	"Q8YPQ8"	"4.83"	"https://www.uniprot.org/uniprotkb/Q8YPQ8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998273.1/"	"13.9"	"alr4134"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr4147"	"PCC7120DELTA_RS22460"	"SpoIID/LytB domain-containing protein"	555	"WP_010998286.1"	"Q8YPP5"	"9.48"	"https://www.uniprot.org/uniprotkb/Q8YPP5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998286.1/"	"62.88"	"alr4147"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"alr4151"	"PCC7120DELTA_RS22480"	"Coq4 family protein"	220	"WP_010998290.1"	"Q8YPP2"	"4.68"	"https://www.uniprot.org/uniprotkb/Q8YPP2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998290.1/"	"25.23"	"alr4151"	"FALSE"	"FALSE"	"NA"	"NA"	5	"94.34"
"alr4171"	"PCC7120DELTA_RS22580"	"Asparaginase"	317	"WP_010998310.1"	"Q8YPM2"	"8.19"	"https://www.uniprot.org/uniprotkb/Q8YPM2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998310.1/"	"34.95"	"alr4171"	"FALSE"	"FALSE"	"NA"	"NA"	12	"93.25"
"alr4172"	"PCC7120DELTA_RS22590"	"DUF697 domain-containing protein"	481	"WP_010998311.1"	"Q8YPM1"	"5.59"	"https://www.uniprot.org/uniprotkb/Q8YPM1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998311.1/"	"52.79"	"alr4172"	"FALSE"	"TRUE"	"1_2"	"NA"	9	100
"alr4176"	"PCC7120DELTA_RS22610"	"MFS transporter"	544	"WP_044522116.1"	"Q8YPL8"	"5.39"	"https://www.uniprot.org/uniprotkb/Q8YPL8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522116.1/"	"58.25"	"alr4176"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.76"
"alr4178"	"PCC7120DELTA_RS22615"	"Glycosyltransferase family 4 protein"	382	"WP_010998317.1"	"Q8YPL6"	"6.14"	"https://www.uniprot.org/uniprotkb/Q8YPL6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998317.1/"	"42.73"	"alr4178"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"alr4229"	"PCC7120DELTA_RS22865"	"DUF262 domain-containing protein"	393	"WP_010998367.1"	"Q8YPG5"	"5.57"	"https://www.uniprot.org/uniprotkb/Q8YPG5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998367.1/"	"46.87"	"alr4229"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.93"
"alr4239"	"PCC7120DELTA_RS22910"	"Peptidase domain-containing ABC transporter"	1003	"WP_010998377.1"	"Q8YPF5"	"5.46"	"https://www.uniprot.org/uniprotkb/Q8YPF5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998377.1/"	"111.72"	"alr4239"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4241"	"PCC7120DELTA_RS22920"	"DUF427 domain-containing protein"	164	"WP_010998379.1"	"Q8YPF3"	"5.09"	"https://www.uniprot.org/uniprotkb/Q8YPF3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998379.1/"	"18.6"	"alr4241"	"FALSE"	"FALSE"	"NA"	"NA"	6	"94.36"
"alr4247"	"PCC7120DELTA_RS22950"	"FAD-dependent monooxygenase"	508	"WP_044523251.1"	"Q8YPE7"	"8.62"	"https://www.uniprot.org/uniprotkb/Q8YPE7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523251.1/"	"58.58"	"alr4247"	"FALSE"	"FALSE"	"NA"	"NA"	12	100
"alr4250"	"PCC7120DELTA_RS22965"	"GNAT family N-acetyltransferase"	164	"WP_010998388.1"	"Q9KHE3"	"5.37"	"https://www.uniprot.org/uniprotkb/Q9KHE3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998388.1/"	"18.58"	"alr4250"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.97"
"alr4267"	"PCC7120DELTA_RS23030"	"Efflux RND transporter permease subunit"	870	"WP_231865573.1"	"Q8YPD1"	"6.96"	"https://www.uniprot.org/uniprotkb/Q8YPD1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_231865573.1/"	"90.17"	"alr4267"	"FALSE"	"FALSE"	"NA"	"NA"	13	100
"alr4268"	"PCC7120DELTA_RS23035"	"NAD-dependent epimerase/dehydratase family protein"	327	"WP_010998406.1"	"Q8YPD0"	"6.92"	"https://www.uniprot.org/uniprotkb/Q8YPD0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998406.1/"	"36.19"	"alr4268"	"FALSE"	"FALSE"	"NA"	"NA"	9	100
"alr4271"	"PCC7120DELTA_RS23050"	"Hypothetical protein"	248	"WP_010998409.1"	"Q8YPC7"	"5.07"	"https://www.uniprot.org/uniprotkb/Q8YPC7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998409.1/"	"27.94"	"alr4271"	"FALSE"	"FALSE"	"NA"	"NA"	8	"97.25"
"alr4277"	"PCC7120DELTA_RS23080"	"ABC transporter substrate-binding protein"	461	"WP_010998415.1"	"Q8YPC1"	"9.15"	"https://www.uniprot.org/uniprotkb/Q8YPC1/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998415.1/"	"51.46"	"alr4277"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4311"	"PCC7120DELTA_RS23240"	"Methionine ABC transporter ATP-binding protein"	251	"WP_010998449.1"	"Q8YP88"	"6.59"	"https://www.uniprot.org/uniprotkb/Q8YP88/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998449.1/"	"28.5"	"alr4311"	"FALSE"	"FALSE"	"NA"	"NA"	11	"99.91"
"alr4318"	"PCC7120DELTA_RS23270"	"PAP/fibrillin family protein"	194	"WP_010998456.1"	"Q8YP81"	"8.94"	"https://www.uniprot.org/uniprotkb/Q8YP81/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998456.1/"	"21.56"	"alr4318"	"FALSE"	"FALSE"	"NA"	"NA"	5	100
"alr4320"	"PCC7120DELTA_RS23280"	"DNA-formamidopyrimidine glycosylase"	283	"WP_010998458.1"	"Q8YP80"	"9.02"	"https://www.uniprot.org/uniprotkb/Q8YP80/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998458.1/"	"31.62"	"alr4320"	"FALSE"	"FALSE"	"NA"	"NA"	9	100
"alr4323"	"PCC7120DELTA_RS23295"	"Hypothetical protein"	298	"WP_010998461.1"	"Q8YP77"	"8.35"	"https://www.uniprot.org/uniprotkb/Q8YP77/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998461.1/"	"34.51"	"alr4323"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4346"	"PCC7120DELTA_RS23410"	"Hypothetical protein"	812	"WP_010998483.1"	"Q8YP54"	"8.16"	"https://www.uniprot.org/uniprotkb/Q8YP54/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998483.1/"	"93.33"	"alr4346"	"FALSE"	"FALSE"	"NA"	"NA"	13	100
"alr4354"	"PCC7120DELTA_RS23450"	"Rieske 2Fe-2S domain-containing protein"	443	"WP_010998491.1"	"Q8YP46"	"7.61"	"https://www.uniprot.org/uniprotkb/Q8YP46/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998491.1/"	"50.79"	"alr4354"	"FALSE"	"FALSE"	"NA"	"NA"	15	"90.82"
"alr4359"	"PCC7120DELTA_RS23475"	"VWA domain-containing protein"	418	"WP_010998496.1"	"Q8YP41"	"5.82"	"https://www.uniprot.org/uniprotkb/Q8YP41/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998496.1/"	"45.55"	"alr4359"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr4373"	"PCC7120DELTA_RS23540"	"DUF4330 domain-containing protein"	176	"WP_044522166.1"	"Q8YP28"	"8.92"	"https://www.uniprot.org/uniprotkb/Q8YP28/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522166.1/"	"16.23"	"alr4373"	"FALSE"	"FALSE"	"NA"	"NA"	14	100
"alr4383"	"PCC7120DELTA_RS23590"	"Elongation factor G"	694	"WP_010998520.1"	"Q8YP19"	"5.43"	"https://www.uniprot.org/uniprotkb/Q8YP19/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998520.1/"	"76.72"	"alr4383"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr4393"	"PCC7120DELTA_RS23640"	"DUF3084 domain-containing protein"	496	"WP_010998530.1"	"Q05070"	"9.69"	"https://www.uniprot.org/uniprotkb/Q05070/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998530.1/"	"56.38"	"alr4393"	"FALSE"	"FALSE"	"NA"	"NA"	9	"96.12"
"alr4398"	"PCC7120DELTA_RS23665"	"DEAD/DEAH box helicase"	1075	"WP_010998535.1"	"Q8YP09"	"5.86"	"https://www.uniprot.org/uniprotkb/Q8YP09/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998535.1/"	"121.09"	"alr4398"	"FALSE"	"FALSE"	"NA"	"NA"	11	"98.8"
"alr4412"	"PCC7120DELTA_RS23730"	"VIT domain-containing protein"	820	"WP_010998547.1"	"Q8YNZ7"	"4.77"	"https://www.uniprot.org/uniprotkb/Q8YNZ7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998547.1/"	"90.45"	"alr4412"	"FALSE"	"TRUE"	8	7	6	100
"alr4416"	"PCC7120DELTA_RS23750"	"Cysteine synthase A"	324	"WP_010998551.1"	"Q8YNZ3"	"5.67"	"https://www.uniprot.org/uniprotkb/Q8YNZ3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998551.1/"	"34.43"	"alr4416"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.84"
"alr4448"	"PCC7120DELTA_RS23905"	"EndO-1,4-beta-xylanase"	382	"WP_010998581.1"	"Q8YNW3"	"9.2"	"https://www.uniprot.org/uniprotkb/Q8YNW3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998581.1/"	"44.05"	"alr4448"	"FALSE"	"FALSE"	"NA"	"NA"	4	"90.38"
"alr4456"	"PCC7120DELTA_RS23935"	"SDR family oxidoreductase"	267	"WP_010998589.1"	"Q8YNV5"	"6.19"	"https://www.uniprot.org/uniprotkb/Q8YNV5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998589.1/"	"28.86"	"alr4456"	"FALSE"	"FALSE"	"NA"	"NA"	8	100
"alr4466"	"PCC7120DELTA_RS23985"	"Phosphorylase"	301	"WP_044522187.1"	"Q8YNU5"	"5.54"	"https://www.uniprot.org/uniprotkb/Q8YNU5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522187.1/"	"33.66"	"alr4466"	"FALSE"	"FALSE"	"NA"	"NA"	7	100
"alr4469"	"PCC7120DELTA_RS24000"	"VOC family protein"	128	"WP_010998602.1"	"Q8YNU2"	"5.18"	"https://www.uniprot.org/uniprotkb/Q8YNU2/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998602.1/"	"14.81"	"alr4469"	"FALSE"	"FALSE"	"NA"	"NA"	2	100
"alr4484"	"PCC7120DELTA_RS24070"	"Uma2 family endonuclease"	241	"WP_010998617.1"	"Q8YNS7"	"4.65"	"https://www.uniprot.org/uniprotkb/Q8YNS7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998617.1/"	"28.54"	"alr4484"	"FALSE"	"FALSE"	"NA"	"NA"	2	100
"alr4486"	"PCC7120DELTA_RS24080"	"ABC transporter ATP-binding protein"	246	"WP_010998619.1"	"Q8YNS5"	"5.99"	"https://www.uniprot.org/uniprotkb/Q8YNS5/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998619.1/"	"27.19"	"alr4486"	"FALSE"	"FALSE"	"NA"	"NA"	8	"99.99"
"alr4487"	"PCC7120DELTA_RS30500"	"Glycosyltransferase"	996	"WP_010998620.1"	"Q8YNS4"	"5.57"	"https://www.uniprot.org/uniprotkb/Q8YNS4/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998620.1/"	"114.04"	"alr4487"	"FALSE"	"FALSE"	"NA"	"NA"	11	100
"alr4488"	"PCC7120DELTA_RS24090"	"Glycosyltransferase"	714	"WP_010998621.1"	"Q8YNS3"	"5.49"	"https://www.uniprot.org/uniprotkb/Q8YNS3/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998621.1/"	"81.41"	"alr4488"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4491"	"PCC7120DELTA_RS24105"	"Glucose-1-phosphate thymidylyltransferase"	358	"WP_010998624.1"	"Q8YNS0"	"5.39"	"https://www.uniprot.org/uniprotkb/Q8YNS0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998624.1/"	"39.07"	"alr4491"	"FALSE"	"FALSE"	"NA"	"NA"	9	"99.99"
"alr4493"	"PCC7120DELTA_RS24115"	"Glycosyltransferase family 2 protein"	295	"WP_010998626.1"	"Q8YNR8"	"6.61"	"https://www.uniprot.org/uniprotkb/Q8YNR8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998626.1/"	"33.65"	"alr4493"	"FALSE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
"alr4494"	"PCC7120DELTA_RS24120"	"Glycosyltransferase family 4 protein"	355	"WP_010998627.1"	"Q8YNR7"	"8.75"	"https://www.uniprot.org/uniprotkb/Q8YNR7/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998627.1/"	"39.99"	"alr4494"	"FALSE"	"FALSE"	"NA"	"NA"	8	"97.64"
"alr4514"	"PCC7120DELTA_RS24220"	"Hypothetical protein"	110	"WP_010998647.1"	"Q8YNQ0"	"4.64"	"https://www.uniprot.org/uniprotkb/Q8YNQ0/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998647.1/"	"12.02"	"alr4514"	"FALSE"	"FALSE"	"NA"	"NA"	4	"99.94"
"alr4515"	"PCC7120DELTA_RS24225"	"AarF/ABC1/UbiB kinase family protein"	561	"WP_044523285.1"	"Q8YNP9"	"8.8"	"https://www.uniprot.org/uniprotkb/Q8YNP9/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044523285.1/"	"67.31"	"alr4515"	"FALSE"	"FALSE"	"NA"	"NA"	17	"99.46"
"alr4516"	"PCC7120DELTA_RS24230"	"Stp1/IreP family PP2C-type Ser/Thr phosphatase"	240	"WP_010998649.1"	"Q8YNP8"	"4.79"	"https://www.uniprot.org/uniprotkb/Q8YNP8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998649.1/"	"26.93"	"alr4516"	"FALSE"	"FALSE"	"NA"	"NA"	4	100
"alr4526"	"PCC7120DELTA_RS24275"	"Flotillin family protein"	447	"WP_010998659.1"	"Q8YNN8"	"5.24"	"https://www.uniprot.org/uniprotkb/Q8YNN8/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_010998659.1/"	"49.53"	"alr4526"	"FALSE"	"FALSE"	"NA"	"NA"	12	"99.94"
"alr4528"	"PCC7120DELTA_RS24280"	"Flotillin family protein"	422	"WP_044522211.1"	"Q8YNN6"	"5.26"	"https://www.uniprot.org/uniprotkb/Q8YNN6/entry"	"https://www.ncbi.nlm.nih.gov/protein/WP_044522211.1/"	"42.39"	"alr4528"	"TRUE"	"FALSE"	"NA"	"NA"	"NA"	"NA"
