"Gene"	"Protein.ID"	"Protein.Description"	"SVM"	"n_ctrl"	"n_rnase"	"n_hits"	"hits"	"n_candidates"	"candidates"	"n_hits_plus_candidates"	"FC_fraction01_2"	"FC_fraction03"	"FC_fraction04"	"FC_fraction05"	"FC_fraction06"	"FC_fraction07"	"FC_fraction08"	"FC_fraction09"	"FC_fraction10"	"FC_fraction11"	"FC_fraction12"	"FC_fraction13"	"FC_fraction14"	"FC_fraction15"	"FC_fraction16"	"FC_fraction17"	"FC_fraction18"	"FC_fraction19"	"p_fraction01_2"	"p_fraction03"	"p_fraction04"	"p_fraction05"	"p_fraction06"	"p_fraction07"	"p_fraction08"	"p_fraction09"	"p_fraction10"	"p_fraction11"	"p_fraction12"	"p_fraction13"	"p_fraction14"	"p_fraction15"	"p_fraction16"	"p_fraction17"	"p_fraction18"	"p_fraction19"
"alr2366"	"WP_044522982.1"	"hypothetical protein "	-0,7774147165	1	1	0		0		0	-0,9371523264	0,2067646658	0,2135986352	0,0376041631	-0,1659712176	-0,1237312897	-0,3175042626	-0,3973175645	-0,4139982039	-0,4984045779	-0,7709561314	-0,1319526889	-0,5877348485	-0,7482165064	-0,3856911618	-0,7735260577	-0,1865177925	-0,3499531951	0,2333033049	0,9183242937	0,8617324047	0,9704173025	0,9429948364	0,9702565702	0,8724250062	0,9136836717	0,9044971591	0,9440705294	0,851481805	0,9505518892	0,9304983702	0,9259527691	0,9561906105	0,9156592083	0,9485158615	0,9133849813
"purH"	"Q8YSJ2"	"Bifunctional purine biosynthesis protein PurH "	-0,7772898075	3	3	0		0		0	-0,2230218464	-0,0626152164	0,3165355473	-0,0894014679	-0,20606472	-0,2187370101	-0,1261090371	-0,0354865765	-0,2405673789	-0,2874278497	-0,2800713487	-0,102487996	-0,129715863	-0,1936580105	-0,2451441441	-0,0502168298	-0,1621540651	-0,0224922794	0,9038870123	0,951325122	0,8486718687	0,9557331441	0,9395315025	0,95530493	0,9157742232	0,9600288276	0,9177545647	0,956637702	0,9495471244	0,9497368013	0,9713488483	0,9778696605	0,9612691558	0,9835802769	0,9469513036	0,9583595857
"nagZ"	"Q8YVY6"	"All1831 protein "	-0,7771203957	3	3	0		0		0	-0,1697394922	0,1844004403	0,0691739592	-0,1828297725	0,016126777	0,0133385273	0,086946143	0,2698302617	0,237721263	0,0891200929	-0,1904894715	-0,2147159761	-0,19132642	-0,3694278151	-0,1658494061	-0,040960605	-0,0496241115	-0,0995935431	0,9160220984	0,9119342743	0,9325764739	0,9102054941	0,9674680933	0,9773192223	0,9247071499	0,9214840787	0,9243112492	0,9748800796	0,957355155	0,9343294251	0,9672738682	0,9678045416	0,9673067516	0,9837855553	0,9587595587	0,9504701467
"alr0301"	"Q8Z002"	"Alr0301 protein "	-0,7770670877	3	3	0		0		0	-0,0198956514	0,3092335563	0,0192386826	-0,1513300359	-0,0648126456	0,1569492228	0,1187420694	0,1443051702	0,2583189977	-0,014418498	-0,2360995271	-0,1898144342	-0,5673044183	-0,1661663126	-0,2060861081	-0,2419308056	-0,1746703406	-0,0485100516	0,9507594946	0,791381998	0,9570148282	0,9285526255	0,9564927348	0,9588980376	0,9200040468	0,9491208089	0,927144718	0,9791950863	0,9566083339	0,9402843702	0,9021840388	0,9801381175	0,9696498717	0,9784340201	0,9478430364	0,9562465111
"avaIR"	"P0A457"	"Type II restriction enzyme AvaI "	-0,7767285776	3	3	0		0		0	-0,1943181416	0,4816582191	0,2257930459	-0,2524424231	-0,2696869133	-0,2264539548	0,0437110548	0,3183251966	0,0128800983	-0,1586397389	-0,2581279364	-0,3225279018	-0,0606945008	-0,0871483716	-0,1704466272	0,0426963315	-0,0056329385	-0,0049621666	0,9109559366	0,6274495976	0,6735159589	0,8228536853	0,8539350171	0,9528521202	0,9354402538	0,8978524457	0,9599656496	0,9705482019	0,94925943	0,9049100765	0,9757159965	0,9814091331	0,9681826006	0,9837722316	0,9623610818	0,9597315732
"nadK2"	"Q8Z074"	"NAD kinase 1 "	-0,7766288795	3	3	0		0		0	0,3981972371	-0,8923273402	-0,5847806991	-0,1892203919	0,2982531767	0,4926756789	0,7029438365	-0,1913168373	-0,3097564478	-0,2189924219	-0,3190422806	-0,1594917228	-0,3259209997	0,0521573646	-0,0605641307	-0,1453264957	-0,4719672299	-0,6105718692	0,8351314475	0,5889512238	0,4979117722	0,9261400717	0,7001237464	0,6248560093	0,1902321999	0,9415559185	0,9153567753	0,965227618	0,9511086389	0,944418417	0,9580555182	0,9834439852	0,9760188355	0,980550632	0,8832994068	0,7444619297
"all1683"	"Q8YWD0"	"Phosphoserine transaminase "	-0,7762751127	3	3	0		0		0	-0,3003904467	0,420241486	0,1262664884	-0,1777469157	-0,119805762	-0,0693438144	-0,010812031	-0,0360344977	-0,2355176398	-0,5043778875	-0,4228901267	-0,2210336859	-0,2924217382	-0,2549156803	0,0673660685	0,0019729556	0,1225288034	0,4557890936	0,8368964397	0,7945202528	0,9146002857	0,9185962528	0,958543767	0,9737514362	0,9412079072	0,9603301467	0,9241708967	0,9240724997	0,9093015749	0,9347165957	0,9529722044	0,9696755048	0,9751579372	0,9849608893	0,949969306	0,9440658889
"alr0189"	"Q8Z0A9"	"Alr0189 protein "	-0,7762332037	3	3	0		0		0	0,3893569718	0,2546112201	0,2660354327	0,4153641857	0,5427241101	0,5457034231	0,6196486227	0,5360928326	0,1431203785	0,3740157239	0,2375662876	-0,0497721859	0,2146325328	0,2035284087	0,1169076096	-0,2481405615	-0,0810693782	-0,5744369603	0,7415060184	0,9236909366	0,3614730167	0,472182519	0,1424202335	0,6191601924	0,3616556235	0,7448688594	0,9415621481	0,9389637461	0,9550227335	0,9553371988	0,9650961888	0,9741536307	0,9717213438	0,9709534014	0,9548030194	0,5033653279
"PCC7120DELTA_RS24945"	"WP_011318792.1"	"DNA-processing protein DprA "	-0,775323412	3	3	0		0		0	0,2711854694	0,072640144	0,0573424785	-0,1395078119	-0,2381478541	-0,3134124926	-0,137828628	-0,0459759637	-0,3379728684	-0,4184212128	-0,4836894866	-0,7976655828	-0,5540062713	-0,7018779001	-0,6185796598	-0,3332114789	-0,569336328	-0,1383213275	0,8803331849	0,9456215184	0,9389072661	0,9492786814	0,938150882	0,9224939113	0,9150211882	0,9593758202	0,8861804024	0,9301742705	0,8753546722	0,4625687727	0,8795632946	0,8162549366	0,8936939304	0,9640123184	0,7916400676	0,9422003927
"alr5188"	"Q8YLV8"	"Two-component response regulator "	-0,7751851721	3	3	0		0		0	0,0111461568	-0,1895505417	-0,0260656939	0,0681317637	-0,1210360237	0,1626114686	0,4790274678	0,3625438619	0,48937203	0,3862927028	0,4012179608	0,5748531523	0,4099249922	0,4033197298	0,5887602155	0,5611333891	0,5871655352	0,695661687	0,9519313198	0,9027089317	0,9554390452	0,9679429713	0,9548935412	0,9688611592	0,8552896699	0,9359784212	0,9038866741	0,9597339511	0,9433505724	0,873151132	0,9546656014	0,9678138659	0,8452918158	0,9211034146	0,7980474835	0,4570152927
"iolE"	"WP_231865518.1"	"myo-inosose-2 dehydratase "	-0,7749064226	3	3	0		0		0	0,0024023747	-0,0890346909	-0,005641025	0,1862544246	-0,0291475416	-0,0184096393	0,188834464	0,1756598282	0,2642722482	0,5678627221	0,1652482121	-0,3988664058	0,1086069416	-0,0100046019	-0,1715689246	0,1095123052	0,2285608279	0,4848640747	0,9529551211	0,9394733731	0,9608654953	0,9325218782	0,9659518113	0,9769341795	0,8881710708	0,9440389464	0,9182686176	0,8696958577	0,9645895815	0,9192507799	0,9730458822	0,9846074648	0,9725888047	0,9805962399	0,9297336987	0,6585773041
"thiE"	"WP_044520895.1"	"thiamine phosphate synthase "	-0,7730035814	3	3	0		0		0	0,032073146	0,1729092974	-0,00997062	-0,1351461058	-0,018834253	-0,0264700618	-0,0554670541	0,0036214667	0,1182434919	0,0335898692	-0,0523805933	0,1048042742	0,3295818507	0,1816375389	0,4013822406	0,2973174108	0,3287855629	0,0825169728	0,9485784452	0,8889181554	0,9590820193	0,9354741568	0,9669706323	0,9762500725	0,9322727381	0,9630418304	0,9478399558	0,9784106906	0,9705104325	0,9488695252	0,9513159246	0,9770663245	0,9251699483	0,9645260234	0,8980998518	0,9499590975
"all1636"	"Q8YWH7"	"Regulatory protein "	-0,7723023384	2	2	0		0		0	0,3898630626	0,1229450077	0,5822940968	-0,0471574992	0,0716586046	0,0240956688	0,1689656277	-0,0095001725	-0,1066859946	-0,0870043891	-0,9416576111	-0,2885457538	-0,4372669823	-0,3406201098	-0,2069755395	-0,2386806557	0,0633424814	-0,2632722226	0,7988912494	0,9329429325	0,873655193	0,9675856441	0,9583242533	0,9769770168	0,911855342	0,9626636864	0,9517044842	0,9757004855	0,7315575956	0,9234733992	0,9358368713	0,9665473577	0,9678097154	0,9749281702	0,957601573	0,9210342078
"grxC"	"Q8YQH1"	"Glutaredoxin "	-0,7722973228	3	3	0		0		0	-0,0997608618	-0,2463794586	0,0265403612	0,2155384946	0,1864842824	0,3880049059	0,7732334277	0,6850799623	0,6611300264	0,7218511859	0,5523985045	0,5791237887	0,8036305629	0,4329706992	-0,109961981	0,6055541981	0,5418544208	2,0948308772	0,9372917821	0,905781406	0,9581564327	0,8731272101	0,9352766439	0,948171934	0,6910161975	0,8797851879	0,9059613431	0,950094369	0,9432389023	0,9064332179	0,9195776835	0,9742625176	0,9752212672	0,9645665234	0,9085858836	0,8839822838
"ilvG"	"Q8YNF3"	"Acetolactate synthase "	-0,7717767828	3	3	0		0		0	0,2941140007	-0,1740795987	0,1467829546	0,1300288323	-0,2027030458	-0,2303999475	-0,0632380009	0,120991084	-0,1243659677	-0,1043086333	-0,2172524467	-0,0801202876	-0,6224265525	-0,1989052024	-0,3498452985	0,012511225	-0,0746307282	0,1112296516	0,9266943236	0,9504811828	0,9048173092	0,9517013556	0,9125891436	0,9356224126	0,9319132547	0,9500441864	0,9479646742	0,9744744545	0,9564398142	0,9526203429	0,8466432564	0,9780598061	0,9494733589	0,9847623138	0,9558147293	0,9485483004
"alr3806"	"Q8YQL5"	"Alr3806 protein "	-0,7714114628	3	3	0		0		0	0,332263502	0,0988977684	-0,160533033	-0,2000148142	0,0036947051	0,7203029968	0,6662666585	0,4313409911	0,2613093181	1,0597511006	0,442875943	0,3478512985	0,4161655969	0,0793131187	0,1596321976	-0,0577228972	0,4098485712	0,2350360518	0,855914076	0,9398421285	0,8786961291	0,9211623874	0,9692307827	0,6423885358	0,7316176474	0,9263494431	0,941733694	0,4580353632	0,9478920172	0,9207297382	0,9533666953	0,9834883764	0,9735437273	0,9837373092	0,9279713034	0,9390620219
"all2349"	"WP_044522977.1"	"peptide ligase PGM1-related protein "	-0,7711486773	3	3	0		0		0	-0,5199961363	-0,4200998775	0,1996081655	0,1079927691	-0,0954042644	-0,3609003348	-0,4331666091	-0,7757429996	-0,6208215604	0,0288515775	0,4360507665	0,6671863948	0,1851757778	0,415731168	-0,3407498137	0,4653102429	0,2909500497	0,5820933868	0,6232592703	0,9017074203	0,9264287359	0,9617221396	0,9542103733	0,8371115518	0,7005905229	0,8570588156	0,8592453033	0,978846527	0,9252676074	0,7515787969	0,9680762997	0,9697864121	0,9540597596	0,9612698448	0,9184811963	0,6205009776
"alr0150"	"Q8Z0E7"	"Alr0150 protein "	-0,7711144135	3	3	0		0		0	0,4376503009	-0,0649091084	-0,0233668339	-0,1608612543	-0,0944772175	-0,0672411484	0,1459873097	0,1656322839	0,4989989761	0,5176831907	0,6278990081	0,3573828666	0,4770342377	0,1807642332	0,3626840695	0,3060343931	0,3547345397	0,3143345761	0,6572649695	0,9524700747	0,9554506299	0,9215539746	0,9467178832	0,9722984863	0,9069112216	0,9429816007	0,7594017816	0,8890497136	0,8479445402	0,8935060147	0,9198390504	0,9771112159	0,9347071031	0,9660394247	0,8943917826	0,9139564198
"PCC7120DELTA_RS23705"	"WP_044522173.1"	"NB-ARC domain-containing protein "	-0,7702765655	1	1	0		0		0	-1,1282218437	-0,8418930101	0,0123905395	0,2073826023	0,1904002998	0,2221749257	0,1244322018	0,0461865215	-0,3975393226	-0,5067622558	-0,1119173353	-0,6391648906	-0,5571427837	-0,3661901888	-0,253332847	1,0056576583	0,3009448832	0,3941641202	0,0820862652	0,0816079025	0,959820634	0,935102005	0,9360180698	0,95939291	0,9250556352	0,9604002509	0,9086511134	0,9428311699	0,9684302717	0,8529208686	0,9357186945	0,9713784239	0,9669660563	0,8238383125	0,9345456568	0,9019924163
"all2062"	"Q8YVB6"	"All2062 protein "	-0,7699350646	3	3	0		0		0	0,2382255786	-0,0713369149	-0,0453116692	-0,0953446897	0,2274574798	0,1981490643	0,3250325575	0,1552091258	0,3756944059	0,655349288	0,5339860582	0,6487301533	0,5514775526	0,1128540077	0,5881331731	0,456156161	0,3969568033	0,4377541726	0,9041229441	0,9500914596	0,948057377	0,954993187	0,8401955538	0,9534349584	0,8507849249	0,9495160048	0,922681738	0,9232689902	0,9345243814	0,8662503996	0,9529165971	0,9822787026	0,9447387476	0,9690231484	0,9250631963	0,9343408747
"alr3890"	"Q8YQE3"	"Alr3890 protein "	-0,7691700224	3	3	0		0		0	-0,1087447151	-0,2138695539	0,0360771886	0,16168045	0,1474855687	0,024069936	0,2839106718	0,4442156268	0,5411921497	0,5795601253	0,2409299684	-0,0474465466	-0,1390274165	0,2552955081	0,6717851831	0,235220173	0,7132631173	0,476533177	0,9374584073	0,8695377393	0,9524251227	0,9456670839	0,9411177778	0,9764504875	0,881140484	0,9003853363	0,7824004308	0,8941090264	0,9541106657	0,9567139063	0,9733394595	0,9731692767	0,8345397104	0,9749015759	0,672613329	0,8620231796
"all3941"	"Q8YQ93"	"All3941 protein "	-0,769034323	3	3	0		0		0	0,2513972076	0,1951109999	-0,1062300088	-0,1728256101	-0,0860763464	0,1056242937	0,2937201352	0,1836340006	0,2558153302	0,333769963	0,3565955735	0,3640576436	0,3886361731	0,3087664388	0,1493341619	-0,269157094	0,0618018676	-0,1223418604	0,8908399603	0,8922145879	0,9095501573	0,9315632602	0,9524803029	0,9671914032	0,8254182994	0,9430322323	0,9187015914	0,9491590294	0,9295759291	0,8978130492	0,9351447894	0,9685792879	0,9713134213	0,9742394178	0,9578608877	0,9471686919
"all2876"	"Q8YT50"	"Protein adenylyltransferase SelO "	-0,76868196	3	3	0		0		0	0,0694878722	0,1795837685	-0,0786501044	-0,1484841734	-0,0121116154	0,0670506289	0,3769182592	0,3917689833	0,1193671527	-0,1585099528	0,4668656204	0,1164611879	0,2301460941	-0,0732574226	0,0397456237	0,2817447886	-0,0091496589	-0,0488680682	0,9430068717	0,8942100457	0,9239604961	0,9285752724	0,9678768764	0,9720081018	0,7561480159	0,866424771	0,9464369756	0,9704261034	0,915143266	0,9478435031	0,9617187082	0,9825022131	0,9766537052	0,9702505398	0,9621409798	0,95505754
"alr1982"	"WP_044521163.1"	"ROK family protein "	-0,7663187988	3	3	0		0		0	0,0777118963	0,0797875376	-0,1491916725	-0,1142696119	-0,0134247241	0,1831211386	0,0030846285	0,147678811	-0,0211601301	0,3617462405	0,3700006021	0,2787407296	0,5820004872	0,2838869298	0,5196261938	0,8348701654	1,3350073587	1,3195839108	0,9426289166	0,9442202669	0,8618923088	0,9476240905	0,9678216555	0,9569435474	0,9423107081	0,9469289541	0,9596046064	0,9607181665	0,9433577449	0,931444382	0,927097168	0,9766049559	0,9283787459	0,7541820505	0,1125736626	0,7139669199
"patD"	"Q8YWQ4"	"Alr1550 protein "	-0,7656563445	2	2	0		0		0	0,2107858425	-0,4067028518	0,2011781008	0,1082493343	0,3587771347	0,2878707115	0,3796776649	0,0579941337	0,1927576931	0,3060471905	0,2931274961	-0,373492873		0,7334196552	0,7270352281	0,4938002062	0,2984479583	0,5952145268	0,9071382148	0,7107825529	0,8502087646	0,9545204143	0,8578976894	0,9431647239	0,8031389516	0,9589939695	0,9432564152	0,9652177446	0,9587168505	0,9028275603		0,9400777671	0,9220638263	0,9532444508	0,9332478272	0,6465716502
"all1751"	"Q8YW65"	"All1751 protein "	-0,7655833375	3	3	0		0		0	0,2847915969	0,0130895385	-0,0652801426	-0,0524260392	-0,0651336596	0,0159363162	-0,1689673295	0,0619892998	0,0305485452	-0,0656341902	0,1554914175	0,264210893	0,4819501197	0,6279506397	1,0203930487	-0,1588417557	0,0487845325	0,3925994229	0,8495537897	0,9592651646	0,9353490448	0,9655490544	0,9572319859	0,9771629387	0,8981670585	0,9579461339	0,9581920953	0,9762648393	0,9683981092	0,9219326623	0,9239135463	0,8810557967	0,6086280561	0,9792694431	0,9594078961	0,8834065672
"cpcG1"	"P29986"	"Phycobilisome rod-core linker polypeptide CpcG1 "	-0,7649611777	3	3	0		0		0	-0,1147782665	-0,1239268625	0,101313067	0,2476512291	0,6152745704	0,7869976035	-0,0378502119	-0,7357619155	-0,0832444337	-0,2337941531	-0,1150832487	0,0549708398	0,2092220751	0,679519664	0,8594347214	0,3632898678	0,4481416085	0,3622436649	0,9322499014	0,9365128948	0,9342288703	0,8120687507	0,683366668	0,7565698736	0,9360893493	0,4235979421	0,9549773671	0,9603314003	0,9670828904	0,9551117633	0,9671726108	0,9565896796	0,9348720898	0,9708236285	0,8947964882	0,9110284587
"calB"	"Q8YVA1"	"All2080 protein "	-0,7639688512	3	3	0		0		0	-0,133775665	-0,0836477486	0,0874753371	0,1254458379	0,1259149256	0,063379845	0,4465586928	0,3865844629	0,1896183622	0,2821353454	0,5898787961	0,4549915155	0,2592970828	0,4490783653	0,1941536051	0,5493170933	0,3421327459	0,4938808219	0,9278565749	0,9415651056	0,9273674969	0,9470342462	0,9488690334	0,9747648151	0,7619358866	0,8894236618	0,9454380467	0,9652988302	0,8491087129	0,8821350998	0,9650654033	0,9619676439	0,9700443986	0,9573174126	0,900539751	0,8738723084
"prmA"	"Q8YVT3"	"Ribosomal protein L11 methyltransferase "	-0,7635418425	3	3	0		0		0	0,5838004726	0,1467004427	-0,219495774	-0,2376476434	0,0177772746	0,5066974833	0,2981530729	0,3290254268	0,0490506441	0,3459074505	0,0338362487	-0,2189308164	0,1219266904	0,3690500365	0,5171723184	0,3857457839	0,2700517433	0,0878562105	0,5161731388	0,9287590216	0,692952387	0,8413930264	0,9670282359	0,5703059691	0,8271500789	0,9106197863	0,9562912827	0,9438192411	0,9715050554	0,9337631057	0,9717058427	0,959423475	0,94138645	0,9589048347	0,9346671335	0,9520307813
"all3746"	"Q8YQS3"	"Cytochrome P450 "	-0,762610354	3	3	0		0		0	0,3092414078	0,3448502172	0,0515573558	-0,1929269016	-0,086091067	-0,0280970303	0,0455084607	0,010181247	0,0559386515	0,0441702124	-0,1463997415	-0,1121395871	-0,1551039895	-0,1584521134	0,1798349508	0,298361381	0,1256178982	0,2060740509	0,8864340153	0,7485627888	0,9421881143	0,897844918	0,9496757873	0,9761849551	0,9344771943	0,9624512228	0,9551820394	0,97749555	0,962004945	0,948580101	0,9693518583	0,9777036902	0,9658255312	0,965037071	0,9487392522	0,9195045519
"all7055"	"Q8YL80"	"All7055 protein "	-0,7620204989	3	3	0		0		0	0,0358680566	-0,0813228581	0,0169889776	0,0653085474	0,0807913094	0,0705585808	0,1946072372	0,2765603214	-0,5816467234	-0,0052692167	-0,116238897	0,0130255132	0,0184196068	0,0247653666	0,0995692471	0,1507831865	0,1517396329	-0,2729850486	0,94803196	0,9436992982	0,9580752046	0,9637210991	0,9586608171	0,9739836981	0,9077111528	0,9130869388	0,8148297848	0,9795056236	0,965997804	0,9585717027	0,977584241	0,9840550651	0,9742390783	0,9810418116	0,9456247627	0,9393302775
"all0396"	"Q8YZR1"	"Diaminobutyrate--pyruvate transaminase "	-0,7616127117	3	3	0		0		0	-0,2226146553	-0,1658933932	0,0822887315	0,1869934658	0,3595211094	-0,2413824295	-0,0925955324	-0,1832896279	-0,1337010798	-0,385270824	-0,0594366313	-0,2778329538	-0,7759115743	0,0563069044	-0,2247774535	-0,1576664939	-0,3036932832	-0,2423583528	0,9331345281	0,9473529386	0,9319188813	0,9117793154	0,8674184403	0,9393352355	0,9242905118	0,9375793565	0,9461720456	0,9533416759	0,9711737153	0,921921459	0,8872225596	0,9828243338	0,9688349246	0,9784875762	0,9169467874	0,9051568677
"ccmM"	"Q8YYI3"	"Carboxysome assembly protein CcmM "	-0,760242231	3	3	0		0		0	0,1051260003	-0,0334243957	-0,0649358747	0,0191585806	0,0535777115	-0,0014414157	0,2196123962	0,6257092896	0,4820889434	0,4529607345	0,2434782896	0,1412676226	0,038999494	0,29733027	0,1349645732	-0,0814901807	0,2357646325	0,1434621116	0,9348522858	0,9559426973	0,9370525632	0,9719134621	0,9644385727	0,9782666309	0,9021946371	0,8421999216	0,8907308264	0,946987283	0,956821921	0,946739425	0,9767354519	0,9745816897	0,9721505335	0,9830544439	0,9386466494	0,9453073859
"atpH"	"P12409"	"ATP synthase subunit c "	-0,7597945279	3	3	0		0		0	0,1127712058	-0,3318308516	-0,1441337733	0,3825475757	0,2086719032	0,0764009459	-0,3015299788	-0,6930273219	-0,2795874494	0,0174617655	-0,1301802045	-0,3917811785	-0,1860600719	-0,4503400625	-0,1675489769	-0,1091624221	0,48711914	-1,1337833153	0,9370335533	0,8595248688	0,8386382512	0,9490424619	0,8929100918	0,9725958858	0,8590258426	0,4928160809	0,9060527929	0,978923951	0,9635033852	0,8833816549	0,9666273132	0,9471233823	0,9683187087	0,9805318717	0,8062608269	0,808982443
"thrC"	"Q8YVA9"	"Threonine synthase "	-0,7591340707	3	3	0		0		0	0,2498872341	0,1946659913	0,0312184858	-0,2737278515	0,0514848225	0,0574188744	0,1660248917	0,3926461359	0,2375137143	0,3772160033	0,5354916646	0,508888592	0,4760415828	0,5372850967	0,4174279065	0,5255483425	0,3295887458	0,2466081232	0,906529748	0,9046741042	0,9535869978	0,7794187161	0,963902944	0,9744576229	0,8993487112	0,8635591756	0,9253832415	0,9510843794	0,854802866	0,8510176014	0,9048576123	0,9390015434	0,927792788	0,9383429964	0,9132074989	0,908148845
"mrpA"	"WP_044521091.1"	"DUF4040 domain-containing protein "	-0,7573786416	3	3	0		0		0	0,5325802744	0,1902894752	0,1390147469	0,6597630903	0,1504398549	-0,3976060486	-0,440782772	-0,232068784	0,2252589715	0,2941357608	0,3817365185	0,4748546427	0,3364751327	0,1196437879	0,1523825938	-0,1541178484	0,8625995395	0,1342591076	0,5286191997	0,9107088179	0,8930257105	0,8303825541	0,9287926881	0,8774458756	0,697059332	0,9262764872	0,9352588318	0,9514415875	0,9305421849	0,8526759415	0,9525866831	0,9816238188	0,9695974466	0,9825045256	0,2635925057	0,9401020136
"alr3937"	"Q8YQ97"	"Mercuric reductase "	-0,7573243388	3	3	0		0		0	-0,3323787559	-0,0509223528	0,1880749836	0,2477558622	0,2216745722	0,0722887438	-0,1140557084	-0,2876667041	-0,6155258294	-1,0678973848	-0,8920023801	-1,0500076433	-0,3845593843	-0,4338949769	-0,154788127	-0,0999450267	0,1170882484	0,1283393509	0,8863642719	0,956420641	0,7917218773	0,8793127048	0,8959053058	0,9716306913	0,9178965208	0,9139200896	0,8099353049	0,548976336	0,4196103892	0,2565120165	0,9350018886	0,9435910652	0,9694693408	0,9814445009	0,9502494201	0,9430070602
"all1210"	"Q8YXK2"	"All1210 protein "	-0,7571324112	3	3	0		0		0	0,7592842435	0,5747510995	-0,1057226975	-0,2228936106	0,0477106497	-0,0610585001	0,0708228845	-0,1899847675	-0,1262004286	-0,2140097728	-0,1686165037	-0,5223215592	-0,6649888724	-0,4529760992	-0,6708774785	-0,6873938615	-0,7761898288	-0,8050236098	0,2979591333	0,8882119815	0,9477900163	0,9597277231	0,9654429501	0,9758265015	0,9375458575	0,9566949681	0,9555178251	0,9748108927	0,9687655542	0,9187244812	0,9549942102	0,9764281534	0,9553460105	0,9685197043	0,9089241306	0,8887048969
"wcaG"	"Q8YMV0"	"GDP-L-fucose synthase "	-0,7567032625	3	3	0		0		0	0,2190792748	0,0657863285	-0,0235138943	-0,0184350096	-0,09834687	-0,1992575726	-0,2565182059	-0,063651908	-0,0980646604	0,1054865184	-0,4139418712	-0,1876164157	0,0282912241	-0,134231246	-0,0772021007	0,0181132247	-0,1231685349	-0,4327337896	0,8915993527	0,9478805863	0,9547746097	0,9717828438	0,9552018503	0,9495222545	0,8612626847	0,9575229805	0,9502702402	0,9739911789	0,9164382835	0,9394690005	0,9770910067	0,9792343298	0,9746814715	0,9844933117	0,9491827596	0,8685826637
